alamat,harga,kamar_tidur,bangunan,lahan,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,air_panas,telepon,tv,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak,latitude,longitude
Mantrijeron,1100000000,3,160,90,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,-7.81806785,110.3597226
Wirobrajan,240000000,2,32,60,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,1200000000,4,130,114,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kraton,700000000,3,50,106,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Umbulharjo,695000000,3,80,88,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Wirobrajan,4000000000,4,170,200,4,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,-7.8026238,110.3504467
Kraton,1200000000,3,75,115,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8087986,110.3627263
Yogyakarta,496000000,3,45,83,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,860000000,3,80,65,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,-7.8143777,110.3873737
Umbulharjo,860000000,3,80,65,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,8100000000,11,545,545,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,4000000000,13,500,418,8,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Yogyakarta,2337300000,4,110,236,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,2110500000,4,110,199,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,6500000000,4,350,722,3,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Gondokusuman,13000000000,4,200,425,4,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,-7.78674395,110.3809996
Kotagede,14000000000,13,1200,1200,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Tegalrejo,1100000000,3,100,110,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Tegalrejo,3855000000,4,300,771,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,1300000000,5,130,90,5,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,2500000000,3,200,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,10000000000,8,600,1140,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,705000000,3,54,142,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Danurejan,10000000000,5,650,500,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,-7.7928424,110.3717946
Tegalrejo,1600000000,3,150,150,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.78045495,110.355073
Umbulharjo,1750000000,5,200,172,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Kotagede,1250000000,4,180,157,3,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,-7.81831055,110.3979409
Wirobrajan,960000000,3,75,85,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,-7.8026238,110.3504467
Tegalrejo,2400000000,4,191,171,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Tegalrejo,2400000000,4,191,171,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,4000000000,10,540,418,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,1700000000,3,123,108,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Umbulharjo,1000000000,3,70,200,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,1300000000,3,108,81,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Tegalrejo,2100000000,4,225,150,3,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,-7.78045495,110.355073
Umbulharjo,2400000000,3,237,196,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,5000000000,10,300,635,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Umbulharjo,2000000000,6,180,240,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,4100000000,8,395,350,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Wirobrajan,650000000,2,50,78,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,1300000000,6,122,115,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Wirobrajan,9300000000,5,502,525,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Yogyakarta,575000000,2,50,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,2800000000,6,500,259,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1450000000,3,125,133,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,1500000000,4,150,210,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,850000000,9,270,286,8,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8143777,110.3873737
Tegalrejo,2900000000,5,682,499,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Wirobrajan,650000000,2,78,50,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Kotagede,2000000000,4,163,131,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,4400000000,7,550,525,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1200000000,3,150,126,2,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Kotagede,690000000,3,60,78,1,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,-7.81831055,110.3979409
Jetis,605000000,2,60,110,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-8.0351266,110.4908351
Umbulharjo,1190000000,3,140,144,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Umbulharjo,1300000000,3,150,110,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kraton,2350000000,4,200,393,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Umbulharjo,3500000000,6,400,231,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,2820366851,3,130,76,2,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,-7.8143777,110.3873737
Gondokusuman,4300000000,4,182,297,4,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Wirobrajan,37000000000,10,480,2581,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,17000000000,11,869,2021,12,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,-7.8143777,110.3873737
Tegalrejo,1900000000,3,120,132,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,2200000000,5,175,148,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kraton,975200000,5,300,212,5,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,-7.8087986,110.3627263
Mantrijeron,1400000000,2,90,130,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,-7.81806785,110.3597226
Mantrijeron,850000000,3,96,77,3,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mergangsan,790000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8147344,110.372558
Umbulharjo,798000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Umbulharjo,895000000,3,76,98,2,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Kotagede,1500000000,3,140,207,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,-7.81831055,110.3979409
Pakualaman,250000000,2,58,67,1,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,-7.80043375,110.3762266
Yogyakarta,2110500000,4,110,200,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,2295300000,4,110,229,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,1100000000,2,80,228,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,325000000,2,55,80,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,650000000,3,113,116,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,1350000000,6,230,150,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Mergangsan,4500000000,7,400,380,6,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,-7.8147344,110.372558
Mantrijeron,2700000000,3,162,147,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Tegalrejo,1550000000,6,97,137,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.78045495,110.355073
Gondokusuman,1250000000,5,177,100,5,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,-7.78674395,110.3809996
Gondomanan,2200000000,15,380,200,10,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80239475,110.3661123
Tegalrejo,4200000000,6,163,693,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Kotagede,550000000,5,150,115,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Wirobrajan,498090000,2,36,107,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,-7.8026238,110.3504467
Umbulharjo,1190000000,3,140,144,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,350000000,2,100,121,1,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.78674395,110.3809996
Umbulharjo,800000000,4,100,114,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondomanan,845000000,2,55,140,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.80239475,110.3661123
Wirobrajan,745000000,9,250,191,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,-7.8026238,110.3504467
Mantrijeron,3000000000,3,150,280,3,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,-7.81806785,110.3597226
Gondokusuman,4500000000,15,495,495,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Umbulharjo,950000000,3,80,104,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,800000000,4,100,114,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,1200000000,3,100,115,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Gondomanan,1900000000,6,170,317,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80239475,110.3661123
Umbulharjo,200000000,2,36,70,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1650000000,4,125,105,3,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Tegalrejo,1500000000,4,120,128,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Kotagede,290000000,2,76,76,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Gondokusuman,4700000000,7,400,380,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Mantrijeron,7800000000,4,350,1241,5,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,-7.81806785,110.3597226
Umbulharjo,2500000000,5,172,155,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,4400000000,5,260,275,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Umbulharjo,1800000000,6,220,160,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Tegalrejo,12500000000,5,500,2852,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,-7.78045495,110.355073
Gondokusuman,1700000000,7,197,197,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Yogyakarta,2800000000,11,350,350,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Mantrijeron,3100000000,7,200,337,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Wirobrajan,1900000000,5,210,250,1,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Mantrijeron,10900000000,6,540,412,5,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,-7.81806785,110.3597226
Umbulharjo,1800000000,3,150,235,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,300000000,2,40,80,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Mantrijeron,3300000000,4,220,147,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Yogyakarta,960000000,2,130,137,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,1400900000,4,140,428,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,-7.8143777,110.3873737
Mantrijeron,1290000000,4,103,108,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Yogyakarta,2950000000,4,170,322,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Gondokusuman,15000000000,8,850,550,6,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,-7.78674395,110.3809996
Umbulharjo,2100000000,4,190,133,3,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,-7.8143777,110.3873737
Umbulharjo,900000000,3,80,105,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Kotagede,6500000000,10,492,580,9,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,-7.81831055,110.3979409
Kraton,1590000000,4,150,315,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Yogyakarta,1900000000,3,162,550,2,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,1650000000,3,110,100,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Yogyakarta,1900000000,6,220,218,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Wirobrajan,1499000000,3,120,148,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,2800000000,4,350,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Ngampilan,385000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80218335,110.3576025
Wirobrajan,1250000000,4,184,105,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Wirobrajan,3900000000,5,340,452,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Kotagede,3000000000,4,210,218,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,2500000000,5,213,470,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,2600000000,4,300,160,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,2600000000,4,300,160,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mergangsan,1300000000,4,183,280,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Mantrijeron,498000000,2,36,107,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Yogyakarta,1500000000,3,85,128,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Mergangsan,1800000000,4,150,150,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Mergangsan,4200000000,19,300,400,9,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,-7.8147344,110.372558
Tegalrejo,1700000000,4,134,127,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Gondokusuman,6500000000,4,200,286,4,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,-7.78674395,110.3809996
Wirobrajan,960000000,3,85,75,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,-7.8026238,110.3504467
Danurejan,2950000000,5,220,189,3,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.7928424,110.3717946
Mergangsan,227000000,2,28,60,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Mantrijeron,590000000,2,55,85,1,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,-7.81806785,110.3597226
Umbulharjo,1300000000,5,130,90,5,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,2400000000,3,77,242,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Mergangsan,910000000,3,158,70,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Umbulharjo,525000000,3,158,75,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,9000000000,5,400,600,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-7.78674395,110.3809996
Mergangsan,7000000000,4,400,527,4,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,-7.8147344,110.372558
Umbulharjo,5000000000,18,158,431,18,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,450000000,2,42,93,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.81831055,110.3979409
Jetis,610000000,2,36,90,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,-8.0351266,110.4908351
Umbulharjo,2500000000,5,200,250,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,8500000000,10,350,1241,10,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,-7.81806785,110.3597226
Jetis,4000000000,4,350,224,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-8.0351266,110.4908351
Umbulharjo,830000000,3,96,60,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Mantrijeron,12000000000,6,450,412,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,750000000,3,70,115,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,2700000000,3,300,535,3,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,-7.81806785,110.3597226
Kraton,580000000,3,45,114,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Mantrijeron,2600000000,4,299,162,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,1750000000,3,123,108,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Umbulharjo,2300000000,6,140,275,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Mantrijeron,11000000000,12,500,836,12,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,-7.81806785,110.3597226
Mantrijeron,680000000,3,70,119,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Yogyakarta,9950000000,4,550,34000,3,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,1650000000,5,216,172,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,1061500000,5,250,386,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,3900000000,9,283,279,9,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Ngampilan,1100000000,5,128,98,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80218335,110.3576025
Umbulharjo,2500000000,9,300,412,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
