alamat,harga,kamar_tidur,bangunan,lahan,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,air_panas,telepon,tv,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak
Mantrijeron,498000000,2,36,107,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1500000000,3,85,128,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,1800000000,4,150,150,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,4200000000,19,300,400,9,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N
Tegalrejo,1700000000,4,134,127,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,6500000000,4,200,286,4,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N
Wirobrajan,960000000,3,85,75,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N
Danurejan,2950000000,5,220,189,3,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Mergangsan,227000000,2,28,60,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,590000000,2,55,85,1,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N
Umbulharjo,1300000000,5,130,90,5,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
Kotagede,2400000000,3,77,242,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,910000000,3,158,70,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,525000000,3,158,75,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,9000000000,5,400,600,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
Mergangsan,7000000000,4,400,527,4,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y
Umbulharjo,5000000000,18,158,431,18,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,450000000,2,42,93,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N
Jetis,610000000,2,36,90,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N
Umbulharjo,2500000000,5,200,250,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,8500000000,10,350,1241,10,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y
Jetis,4000000000,4,350,224,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,830000000,3,96,60,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N
Mantrijeron,12000000000,6,450,412,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,750000000,3,70,115,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,2700000000,3,300,535,3,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N
Kraton,580000000,3,45,114,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,2600000000,4,299,162,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1750000000,3,123,108,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2300000000,6,140,275,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Mantrijeron,11000000000,12,500,836,12,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y
Mantrijeron,680000000,3,70,119,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,9950000000,4,550,34000,3,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Umbulharjo,1650000000,5,216,172,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,1061500000,5,250,386,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,3900000000,9,283,279,9,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Ngampilan,1100000000,5,128,98,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,9,300,412,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,860000000,3,80,65,2,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y
Danurejan,3115000000,4,120,226,3,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
Ngampilan,2675000000,4,120,156,3,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N
Umbulharjo,470000000,3,95,70,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,678000000,3,110,149,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1150000000,3,94,161,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N
Mergangsan,6500000000,6,300,1137,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,15000000000,8,993,774,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,2200000000,4,200,252,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,40000000000,13,1185,996,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N
Tegalrejo,2900000000,6,252,144,6,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N
Umbulharjo,5000000000,6,400,320,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3100000000,4,300,160,4,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N
Yogyakarta,2999000000,16,253,285,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Pakualaman,6500000000,4,350,722,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N
Mergangsan,2500000000,10,430,370,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,4300000000,5,161,782,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y
Tegalrejo,2100000000,4,225,150,3,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,N
Umbulharjo,2100000000,4,200,133,3,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y
Wirobrajan,2800000000,4,170,213,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1600000000,6,240,285,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,580000000,2,45,66,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2200000000,4,195,133,3,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y
Tegalrejo,1900000000,4,180,130,4,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,4,164,133,3,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,900000000,2,50,81,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Mantrijeron,1200000000,5,210,112,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Tegalrejo,4200000000,7,163,693,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,2091525000,4,110,196,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Umbulharjo,4000000000,10,540,418,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1800000000,3,120,79,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,9,374,198,5,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N
Umbulharjo,875000000,4,90,113,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1500000000,5,147,323,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,9,300,412,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,8100000000,2,270,270,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1650000000,4,125,105,3,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,2200000000,9,100,280,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Wirobrajan,1450000000,3,130,130,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y
Umbulharjo,2300000000,4,250,174,3,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,Y
Kotagede,669000000,3,60,99,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,1750000000,3,96,127,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,1000000000,5,174,87,2,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y
Tegalrejo,2350000000,3,60,196,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
Yogyakarta,1750000000,3,60,125,2,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N
Umbulharjo,1300000000,3,150,110,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N
Gondokusuman,285000000,2,36,97,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,4400000000,7,545,526,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,725000000,3,71,114,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,8500000000,7,439,400,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,9300000000,5,503,525,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,825000000,3,70,90,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,2300000000,5,220,225,2,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
Umbulharjo,2500000000,3,200,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1750000000,3,96,127,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N
Mergangsan,12500000000,21,300,2455,8,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
Tegalrejo,6000000000,6,300,316,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,4400000000,7,550,525,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,4200000000,6,263,198,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,4800000000,7,353,257,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondomanan,1100000000,4,45,118,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,9300000000,5,502,524,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,8500000000,7,443,405,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondomanan,6500000000,17,411,453,17,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,6500000000,11,550,500,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Pakualaman,655000000,2,40,100,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1198050000,4,87,152,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Yogyakarta,513800000,2,40,182,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,1141000000,4,88,152,4,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Mantrijeron,950000000,2,100,140,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,875000000,3,55,125,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,750000000,9,250,191,3,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N
Umbulharjo,850000000,3,100,238,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N
Umbulharjo,1300000000,3,120,147,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N
Wirobrajan,960000000,3,75,85,2,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y
Yogyakarta,635000000,3,90,167,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1800000000,5,150,235,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,860000000,3,65,80,2,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N
Tegalrejo,550000000,2,45,124,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1350000000,3,65,90,3,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N
Tegalrejo,990000000,3,100,100,2,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
Mantrijeron,2900000000,3,140,280,3,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
Mantrijeron,8200000000,10,350,1241,5,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N
Yogyakarta,500000000,2,40,101,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,960000000,3,75,85,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y
Umbulharjo,1000000000,3,110,124,2,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y
Yogyakarta,1150000000,6,144,144,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,750000000,2,130,159,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N
Umbulharjo,1000000000,10,350,206,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,730000000,10,191,191,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1500000000,4,250,300,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,1200000000,3,120,95,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2800000000,4,170,213,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
Gondokusuman,4300000000,5,161,782,2,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y
Umbulharjo,3500000000,13,540,418,8,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kraton,2300000000,7,300,330,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,3300000000,3,140,280,3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N
Kraton,2350000000,4,200,393,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1700000000,10,200,225,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2000000000,5,200,260,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,7000000000,4,400,527,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,2900000000,3,180,535,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Wirobrajan,1900000000,5,210,250,1,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,450000000,3,40,108,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,6500000000,4,550,500,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,20000000000,18,700,895,16,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y
Umbulharjo,195000000,3,70,89,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,3800000000,5,300,273,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,485000000,2,45,95,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,3200000000,8,220,220,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2900000000,7,263,325,5,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Umbulharjo,2500000000,9,300,412,7,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N
Tegalrejo,8500000000,7,442,405,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,950000000,3,90,131,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,2700000000,5,230,300,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Gondokusuman,2500000000,4,220,189,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2900000000,7,250,325,5,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N
Umbulharjo,1295000000,3,130,160,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1900000000,4,80,471,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
Tegalrejo,4400000000,7,553,526,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,2800000000,7,187,187,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,4300000000,5,400,640,3,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y
Umbulharjo,2250000000,6,200,200,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,3000000000,7,263,325,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,700000000,3,85,78,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,690000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N
Gondokusuman,497000000,2,40,480,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,3110000000,4,195,295,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,698000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N
Kotagede,698000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N
Kotagede,2600000000,4,302,159,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,2000000000,4,254,152,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,7500000000,4,350,722,3,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y
Kotagede,4200000000,5,257,276,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,4200000000,6,260,195,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,6500000000,4,200,286,4,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N
Umbulharjo,1250000000,8,200,234,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,430000000,2,90,45,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Pakualaman,25000000000,8,1000,429,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,850000000,3,100,238,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,750000000,5,150,150,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,8100000000,10,300,545,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,1300000000,3,180,104,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondomanan,2825000000,4,120,202,3,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
Tegalrejo,2350000000,3,160,196,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2000000000,10,301,420,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1300000000,3,110,150,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,1400000000,3,125,162,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,900000000,3,135,135,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1250000000,3,94,161,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,2550000000,4,255,245,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,450000000,3,50,95,1,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N
Umbulharjo,2100000000,4,195,133,3,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,Y,N,N
Umbulharjo,2100000000,4,195,133,3,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,Y,N,N
Yogyakarta,850000000,4,100,100,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,860000000,3,80,65,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Ngampilan,5500000000,3,200,200,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2100000000,4,190,133,3,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N
Tegalrejo,850000000,5,100,339,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Danurejan,2000000000,5,200,243,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N
Umbulharjo,2000000000,9,250,222,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N
Tegalrejo,3600000000,6,330,400,5,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N
Tegalrejo,1700000000,3,90,154,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,4800000000,8,200,800,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,2000000000,3,100,82,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N
Umbulharjo,2000000000,18,200,120,18,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N
Gondokusuman,7800000000,12,550,779,6,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y
Tegalrejo,2900000000,5,252,144,4,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N
